frame,errorType,checksum,crc8,crc10,crc16,crc32
1922,2,0,1,1,1,1
1923,3,1,1,1,1,1
1924,4,0,0,0,1,1
1925,0,0,0,0,0,0
1926,1,1,1,1,1,1
1927,2,1,1,1,1,1
1928,3,1,1,1,1,1
1929,4,0,1,1,1,1
1930,0,0,0,0,0,0
1931,1,1,1,1,1,1
1932,2,1,1,1,1,1
1933,3,1,1,1,1,1
1934,4,0,0,0,0,1
1935,0,0,0,0,0,0
1936,1,1,1,1,1,1
1937,2,0,1,1,1,1
1938,3,1,1,1,1,1
1939,4,0,1,0,0,1
1940,0,0,0,0,0,0
1941,1,1,1,1,1,1
1942,2,0,1,1,1,1
1943,3,1,1,1,1,1
1944,4,0,0,0,0,1
1945,0,0,0,0,0,0
1946,1,1,1,1,1,1
1947,2,0,1,1,1,1
1948,3,1,1,1,1,1
1949,4,0,0,0,0,1
1950,0,0,0,0,0,0
1951,1,1,1,1,1,1
1952,2,1,1,1,1,1
1953,3,1,1,1,1,1
1954,4,0,0,0,0,1
1955,0,0,0,0,0,0
1956,1,1,1,1,1,1
1957,2,1,1,1,1,1
1958,3,1,1,1,1,1
1959,4,0,0,0,0,1
1960,0,0,0,0,0,0
1961,1,1,1,1,1,1
1962,2,1,1,1,1,1
1963,3,1,1,1,1,1
1964,4,0,0,0,0,1
1965,0,0,0,0,0,0
1966,1,1,1,1,1,1
1967,2,0,1,1,1,1
1968,3,1,1,1,1,1
1969,4,0,0,0,0,1
1970,0,0,0,0,0,0
1971,1,1,1,1,1,1
1972,2,0,1,1,1,1
1973,3,1,1,1,1,1
1974,4,0,1,0,0,1
1975,0,0,0,0,0,0
1976,1,1,1,1,1,1
1977,2,0,1,1,1,1
1978,3,1,1,1,1,1
1979,4,0,0,0,0,1
1980,0,0,0,0,0,0
1981,1,1,1,1,1,1
1982,2,0,1,1,1,1
1983,3,1,1,1,1,1
1984,4,0,0,0,0,1
1985,0,0,0,0,0,0
1986,1,1,1,1,1,1
1987,2,0,1,1,1,1
1988,3,1,1,1,1,1
1989,4,0,0,0,0,1
1990,0,0,0,0,0,0
1991,1,1,1,1,1,1
1992,2,0,1,1,1,1
1993,3,1,1,1,1,1
1994,4,0,0,0,0,1
1995,0,0,0,0,0,0
1996,1,1,1,1,1,1
1997,2,0,1,1,1,1
1998,3,1,1,1,1,1
1999,4,0,0,0,0,1
2000,0,0,0,0,0,0
2001,1,1,1,1,1,1
2002,2,0,1,1,1,1
2003,3,1,1,1,1,1
2004,4,0,0,0,0,1
2005,0,0,0,0,0,0
2006,1,1,1,1,1,1
2007,2,0,1,1,1,1
2008,3,1,1,1,1,1
2009,4,0,0,0,1,1
2010,0,0,0,0,0,0
2011,1,1,1,1,1,1
2012,2,0,1,1,1,1
2013,3,1,1,1,1,1
2014,4,0,1,0,1,1
2015,0,0,0,0,0,0
2016,1,1,1,1,1,1
2017,2,0,1,1,1,1
2018,3,1,1,1,1,1
2019,4,0,0,1,0,1
2020,0,0,0,0,0,0
2021,1,1,1,1,1,1
2022,2,0,1,1,1,1
2023,3,1,1,1,1,1
2024,4,0,1,0,0,1
2025,0,0,0,0,0,0
2026,1,1,1,1,1,1
2027,2,0,1,1,1,1
2028,3,1,1,1,1,1
2029,4,0,0,0,0,1
2030,0,0,0,0,0,0
2031,1,1,1,1,1,1
2032,2,0,1,1,1,1
2033,3,1,1,1,1,1
2034,4,0,0,0,0,1
2035,0,0,0,0,0,0
2036,1,1,1,1,1,1
2037,2,0,1,1,1,1
2038,3,1,1,1,1,1
2039,4,0,0,1,0,1
2040,0,0,0,0,0,0
2041,1,1,1,1,1,1
2042,2,0,1,1,1,1
2043,3,1,1,1,1,1
2044,4,0,0,0,1,1
2045,0,0,0,0,0,0
2046,1,1,1,1,1,1
2047,2,0,1,1,1,1
2048,3,1,1,1,1,1
2049,4,0,0,1,1,1
2050,0,0,0,0,0,0
2051,1,1,1,1,1,1
2052,2,0,1,1,1,1
2053,3,1,1,1,1,1
2054,4,0,0,1,1,1
2055,0,0,0,0,0,0
2056,1,1,1,1,1,1
2057,2,0,1,1,1,1
2058,3,1,1,1,1,1
2059,4,0,0,0,0,1
2060,0,0,0,0,0,0
2061,1,1,1,1,1,1
2062,2,0,1,1,1,1
2063,3,1,1,1,1,1
2064,4,0,0,1,0,1
2065,0,0,0,0,0,0
2066,1,1,1,1,1,1
2067,2,1,1,1,1,1
2068,3,1,1,1,1,1
2069,4,0,0,1,0,1
2070,0,0,0,0,0,0
2071,1,1,1,1,1,1
2072,2,1,1,1,1,1
2073,3,1,1,1,1,1
2074,4,0,0,0,0,1
2075,0,0,0,0,0,0
2076,1,1,1,1,1,1
2077,2,0,1,1,1,1
2078,3,1,1,1,1,1
2079,4,0,0,1,1,1
2080,0,0,0,0,0,0
2081,1,1,1,1,1,1
2082,2,0,1,1,1,1
2083,3,1,1,1,1,1
2084,4,0,0,1,0,1
2085,0,0,0,0,0,0
2086,1,1,1,1,1,1
2087,2,0,1,1,1,1
2088,3,1,1,1,1,1
2089,4,0,0,0,1,1
2090,0,0,0,0,0,0
2091,1,1,1,1,1,1
2092,2,0,1,1,1,1
2093,3,1,1,1,1,1
2094,4,0,0,0,0,1
2095,0,0,0,0,0,0
2096,1,1,1,1,1,1
2097,2,0,1,1,1,1
2098,3,1,1,1,1,1
2099,4,0,0,0,0,1
2100,0,0,0,0,0,0
2101,1,1,1,1,1,1
2102,2,0,1,1,1,1
2103,3,1,1,1,1,1
2104,4,0,0,0,0,1
2105,0,0,0,0,0,0
2106,1,1,1,1,1,1
2107,2,1,1,1,1,1
2108,3,1,1,1,1,1
2109,4,0,0,0,1,1
2110,0,0,0,0,0,0
2111,1,1,1,1,1,1
2112,2,0,1,1,1,1
2113,3,1,1,1,1,1
2114,4,0,0,0,0,1
2115,0,0,0,0,0,0
2116,1,1,1,1,1,1
2117,2,0,1,1,1,1
2118,3,1,1,1,1,1
2119,4,0,0,0,0,1
2120,0,0,0,0,0,0
2121,1,1,1,1,1,1
2122,2,0,1,1,1,1
2123,3,1,1,1,1,1
2124,4,0,0,1,0,1
2125,0,0,0,0,0,0
2126,1,1,1,1,1,1
2127,2,1,1,1,1,1
2128,3,1,1,1,1,1
2129,4,0,0,0,0,1
2130,0,0,0,0,0,0
2131,1,1,1,1,1,1
2132,2,0,1,1,1,1
2133,3,1,1,1,1,1
2134,4,0,0,0,0,1
2135,0,0,0,0,0,0
2136,1,1,1,1,1,1
2137,2,0,1,1,1,1
2138,3,1,1,1,1,1
2139,4,0,0,1,0,1
2140,0,0,0,0,0,0
2141,1,1,1,1,1,1
2142,2,1,1,1,1,1
2143,3,1,1,1,1,1
2144,4,0,0,0,1,1
2145,0,0,0,0,0,0
2146,1,1,1,1,1,1
2147,2,1,1,1,1,1
2148,3,1,1,1,1,1
2149,4,0,0,0,1,1
2150,0,0,0,0,0,0
2151,1,1,1,1,1,1
2152,2,0,1,1,1,1
2153,3,1,1,1,1,1
2154,4,0,0,0,0,1
2155,0,0,0,0,0,0
2156,1,1,1,1,1,1
2157,2,0,1,1,1,1
2158,3,1,1,1,1,1
2159,4,0,1,0,0,1
2160,0,0,0,0,0,0
2161,1,1,1,1,1,1
2162,2,1,1,1,1,1
2163,3,1,1,1,1,1
2164,4,0,0,0,0,1
2165,0,0,0,0,0,0
2166,1,1,1,1,1,1
2167,2,0,1,1,1,1
2168,3,1,1,1,1,1
2169,4,0,0,0,0,1
2170,0,0,0,0,0,0
2171,1,1,1,1,1,1
2172,2,1,1,1,1,1
2173,3,1,1,1,1,1
2174,4,0,0,0,1,1
2175,0,0,0,0,0,0
2176,1,1,1,1,1,1
2177,2,0,1,1,1,1
2178,3,1,1,1,1,1
2179,4,0,1,1,0,1
2180,0,0,0,0,0,0
2181,1,1,1,1,1,1
2182,2,1,1,1,1,1
2183,3,1,1,1,1,1
2184,4,0,1,1,0,1
2185,0,0,0,0,0,0
2186,1,1,1,1,1,1
2187,2,1,1,1,1,1
2188,3,1,1,1,1,1
2189,4,0,0,0,0,1
2190,0,0,0,0,0,0
2191,1,1,1,1,1,1
2192,2,1,1,1,1,1
2193,3,1,1,1,1,1
2194,4,0,0,1,0,1
2195,0,0,0,0,0,0
2196,1,1,1,1,1,1
2197,2,0,1,1,1,1
2198,3,1,1,1,1,1
2199,4,0,0,0,0,1
2200,0,0,0,0,0,0
2201,1,1,1,1,1,1
2202,2,0,1,1,1,1
2203,3,1,1,1,1,1
2204,4,0,0,0,0,1
2205,0,0,0,0,0,0
2206,1,1,1,1,1,1
2207,2,0,1,1,1,1
2208,3,1,1,1,1,1
2209,4,0,0,0,0,1
2210,0,0,0,0,0,0
2211,1,1,1,1,1,1
2212,2,0,1,1,1,1
2213,3,1,1,1,1,1
2214,4,0,1,1,1,1
2215,0,0,0,0,0,0
2216,1,1,1,1,1,1
2217,2,0,1,1,1,1
2218,3,1,1,1,1,1
2219,4,0,0,0,0,1
2220,0,0,0,0,0,0
2221,1,1,1,1,1,1
2222,2,0,1,1,1,1
2223,3,1,1,1,1,1
2224,4,0,0,0,0,1
2225,0,0,0,0,0,0
2226,1,1,1,1,1,1
2227,2,0,1,1,1,1
2228,3,1,1,1,1,1
2229,4,0,1,0,0,1
2230,0,0,0,0,0,0
2231,1,1,1,1,1,1
2232,2,1,1,1,1,1
2233,3,1,1,1,1,1
2234,4,0,1,0,0,1
2235,0,0,0,0,0,0
2236,1,1,1,1,1,1
2237,2,0,1,1,1,1
2238,3,1,1,1,1,1
2239,4,0,0,0,0,1
2240,0,0,0,0,0,0
2241,1,1,1,1,1,1
2242,2,0,1,1,1,1
2243,3,1,1,1,1,1
2244,4,0,0,0,0,1
2245,0,0,0,0,0,0
2246,1,1,1,1,1,1
2247,2,0,1,1,1,1
2248,3,1,1,1,1,1
2249,4,0,0,0,0,1
2250,0,0,0,0,0,0
2251,1,1,1,1,1,1
2252,2,0,1,1,1,1
2253,3,1,1,1,1,1
2254,4,0,0,0,0,1
2255,0,0,0,0,0,0
2256,1,1,1,1,1,1
2257,2,0,1,1,1,1
2258,3,1,1,1,1,1
2259,4,0,0,1,0,1
2260,0,0,0,0,0,0
2261,1,1,1,1,1,1
2262,2,0,1,1,1,1
2263,3,1,1,1,1,1
2264,4,0,0,0,0,1
2265,0,0,0,0,0,0
2266,1,1,1,1,1,1
2267,2,0,1,1,1,1
2268,3,1,1,1,1,1
2269,4,0,0,0,0,1
2270,0,0,0,0,0,0
2271,1,1,1,1,1,1
2272,2,0,1,1,1,1
2273,3,1,1,1,1,1
2274,4,0,0,0,1,1
2275,0,0,0,0,0,0
2276,1,1,1,1,1,1
2277,2,0,1,1,1,1
2278,3,1,1,1,1,1
2279,4,0,1,0,0,1
2280,0,0,0,0,0,0
2281,1,1,1,1,1,1
2282,2,0,1,1,1,1
2283,3,1,1,1,1,1
2284,4,0,0,0,1,1
2285,0,0,0,0,0,0
2286,1,1,1,1,1,1
2287,2,0,1,1,1,1
2288,3,1,1,1,1,1
2289,4,0,0,1,1,1
2290,0,0,0,0,0,0
2291,1,1,1,1,1,1
2292,2,0,1,1,1,1
2293,3,1,1,1,1,1
2294,4,0,0,0,1,1
2295,0,0,0,0,0,0
2296,1,1,1,1,1,1
2297,2,0,1,1,1,1
2298,3,1,1,1,1,1
2299,4,0,1,0,0,1
2300,0,0,0,0,0,0
2301,1,1,1,1,1,1
2302,2,0,1,1,1,1
2303,3,1,1,1,1,1
2304,4,0,0,0,1,1
2305,0,0,0,0,0,0
2306,1,1,1,1,1,1
2307,2,0,1,1,1,1
2308,3,1,1,1,1,1
2309,4,0,0,1,0,1
2310,0,0,0,0,0,0
2311,1,1,1,1,1,1
2312,2,1,1,1,1,1
2313,3,1,1,1,1,1
2314,4,0,1,0,0,1
2315,0,0,0,0,0,0
2316,1,1,1,1,1,1
2317,2,0,1,1,1,1
2318,3,1,1,1,1,1
2319,4,0,0,0,0,1
2320,0,0,0,0,0,0
2321,1,1,1,1,1,1
2322,2,0,1,1,1,1
2323,3,1,1,1,1,1
2324,4,0,0,0,1,1
2325,0,0,0,0,0,0
2326,1,1,1,1,1,1
2327,2,1,1,1,1,1
2328,3,1,1,1,1,1
2329,4,0,0,0,0,1
2330,0,0,0,0,0,0
2331,1,1,1,1,1,1
2332,2,0,1,1,1,1
2333,3,1,1,1,1,1
2334,4,0,1,0,1,1
2335,0,0,0,0,0,0
2336,1,1,1,1,1,1
2337,2,0,1,1,1,1
2338,3,1,1,1,1,1
2339,4,0,1,1,1,1
2340,0,0,0,0,0,0
2341,1,1,1,1,1,1
2342,2,0,1,1,1,1
2343,3,1,1,1,1,1
2344,4,0,0,0,0,1
2345,0,0,0,0,0,0
2346,1,1,1,1,1,1
2347,2,0,1,1,1,1
2348,3,1,1,1,1,1
2349,4,0,0,1,0,1
2350,0,0,0,0,0,0
2351,1,1,1,1,1,1
2352,2,0,1,1,1,1
2353,3,1,1,1,1,1
2354,4,0,0,0,0,1
2355,0,0,0,0,0,0
2356,1,1,1,1,1,1
2357,2,0,1,1,1,1
2358,3,1,1,1,1,1
2359,4,0,0,0,1,1
2360,0,0,0,0,0,0
2361,1,1,1,1,1,1
2362,2,0,1,1,1,1
2363,3,1,1,1,1,1
2364,4,0,0,1,0,1
2365,0,0,0,0,0,0
2366,1,1,1,1,1,1
2367,2,1,1,1,1,1
2368,3,1,1,1,1,1
2369,4,0,0,0,0,1
2370,0,0,0,0,0,0
2371,1,1,1,1,1,1
2372,2,0,1,1,1,1
2373,3,1,1,1,1,1
2374,4,0,1,0,1,1
2375,0,0,0,0,0,0
2376,1,1,1,1,1,1
2377,2,0,1,1,1,1
2378,3,1,1,1,1,1
2379,4,0,1,0,0,1
2380,0,0,0,0,0,0
2381,1,1,1,1,1,1
2382,2,0,1,1,1,1
2383,3,1,1,1,1,1
2384,4,0,0,0,0,1
2385,0,0,0,0,0,0
2386,1,1,1,1,1,1
2387,2,0,1,1,1,1
2388,3,1,1,1,1,1
2389,4,0,0,1,0,1
2390,0,0,0,0,0,0
2391,1,1,1,1,1,1
2392,2,0,1,1,1,1
2393,3,1,1,1,1,1
2394,4,0,0,0,0,1
2395,0,0,0,0,0,0
2396,1,1,1,1,1,1
2397,2,0,1,1,1,1
2398,3,1,1,1,1,1
2399,4,0,0,0,0,1
2400,0,0,0,0,0,0
2401,1,1,1,1,1,1
2402,2,0,1,1,1,1
2403,3,1,1,1,1,1
2404,4,0,0,0,0,1
2405,0,0,0,0,0,0
2406,1,1,1,1,1,1
2407,2,0,1,1,1,1
2408,3,1,1,1,1,1
2409,4,0,1,0,0,1
2410,0,0,0,0,0,0
2411,1,1,1,1,1,1
2412,2,0,1,1,1,1
2413,3,1,1,1,1,1
2414,4,0,0,1,0,1
2415,0,0,0,0,0,0
2416,1,1,1,1,1,1
2417,2,0,1,1,1,1
2418,3,1,1,1,1,1
2419,4,0,0,1,0,1
2420,0,0,0,0,0,0
2421,1,1,1,1,1,1
2422,2,0,1,1,1,1
2423,3,1,1,1,1,1
2424,4,0,1,1,1,1
2425,0,0,0,0,0,0
2426,1,1,1,1,1,1
2427,2,0,1,1,1,1
2428,3,1,1,1,1,1
2429,4,0,0,0,1,1
2430,0,0,0,0,0,0
2431,1,1,1,1,1,1
2432,2,0,1,1,1,1
2433,3,1,1,1,1,1
2434,4,0,0,1,0,1
2435,0,0,0,0,0,0
2436,1,1,1,1,1,1
2437,2,0,1,1,1,1
2438,3,1,1,1,1,1
2439,4,0,0,0,0,1
2440,0,0,0,0,0,0
2441,1,1,1,1,1,1
2442,2,0,1,1,1,1
2443,3,1,1,1,1,1
2444,4,0,0,0,0,1
2445,0,0,0,0,0,0
2446,1,1,1,1,1,1
2447,2,1,1,1,1,1
2448,3,1,1,1,1,1
2449,4,0,1,0,0,1
2450,0,0,0,0,0,0
2451,1,1,1,1,1,1
2452,2,1,1,1,1,1
2453,3,1,1,1,1,1
2454,4,0,0,0,0,1
2455,0,0,0,0,0,0
2456,1,1,1,1,1,1
2457,2,0,1,1,1,1
2458,3,1,1,1,1,1
2459,4,0,0,0,0,1
2460,0,0,0,0,0,0
2461,1,1,1,1,1,1
2462,2,0,1,1,1,1
2463,3,1,1,1,1,1
2464,4,0,0,0,0,1
2465,0,0,0,0,0,0
2466,1,1,1,1,1,1
2467,2,0,1,1,1,1
2468,3,1,1,1,1,1
2469,4,0,1,1,0,1
2470,0,0,0,0,0,0
2471,1,1,1,1,1,1
2472,2,0,1,1,1,1
2473,3,1,1,1,1,1
2474,4,0,0,0,1,1
2475,0,0,0,0,0,0
2476,1,1,1,1,1,1
2477,2,0,1,1,1,1
2478,3,1,1,1,1,1
2479,4,0,0,0,0,1
2480,0,0,0,0,0,0
2481,1,1,1,1,1,1
2482,2,1,1,1,1,1
2483,3,1,1,1,1,1
2484,4,0,1,0,0,1
2485,0,0,0,0,0,0
2486,1,1,1,1,1,1
2487,2,0,1,1,1,1
2488,3,1,1,1,1,1
2489,4,0,0,0,1,1
2490,0,0,0,0,0,0
2491,1,1,1,1,1,1
2492,2,0,1,1,1,1
2493,3,1,1,1,1,1
2494,4,0,1,0,0,1
2495,0,0,0,0,0,0
2496,1,1,1,1,1,1
2497,2,0,1,1,1,1
2498,3,1,1,1,1,1
2499,4,0,0,0,0,1
2500,0,0,0,0,0,0
2501,1,1,1,1,1,1
2502,2,1,1,1,1,1
2503,3,1,1,1,1,1
2504,4,0,0,0,0,1
2505,0,0,0,0,0,0
2506,1,1,1,1,1,1
2507,2,0,1,1,1,1
2508,3,1,1,1,1,1
2509,4,0,1,0,0,1
2510,0,0,0,0,0,0
2511,1,1,1,1,1,1
2512,2,0,1,1,1,1
2513,3,1,1,1,1,1
2514,4,0,1,0,1,1
2515,0,0,0,0,0,0
2516,1,1,1,1,1,1
2517,2,0,1,1,1,1
2518,3,1,1,1,1,1
2519,4,0,0,0,1,1
2520,0,0,0,0,0,0
2521,1,1,1,1,1,1
2522,2,0,1,1,1,1
2523,3,1,1,1,1,1
2524,4,0,1,0,1,1
2525,0,0,0,0,0,0
2526,1,1,1,1,1,1
2527,2,0,1,1,1,1
2528,3,1,1,1,1,1
2529,4,0,0,0,0,1
2530,0,0,0,0,0,0
2531,1,1,1,1,1,1
2532,2,0,1,1,1,1
2533,3,1,1,1,1,1
2534,4,0,0,1,1,1
2535,0,0,0,0,0,0
2536,1,1,1,1,1,1
2537,2,0,1,1,1,1
2538,3,1,1,1,1,1
2539,4,0,0,0,1,1
2540,0,0,0,0,0,0
2541,1,1,1,1,1,1
2542,2,0,1,1,1,1
2543,3,1,1,1,1,1
2544,4,0,0,0,0,1
2545,0,0,0,0,0,0
2546,1,1,1,1,1,1
2547,2,0,1,1,1,1
2548,3,1,1,1,1,1
2549,4,0,1,0,0,1
2550,0,0,0,0,0,0
2551,1,1,1,1,1,1
2552,2,0,1,1,1,1
2553,3,1,1,1,1,1
2554,4,0,1,0,0,1
2555,0,0,0,0,0,0
2556,1,1,1,1,1,1
2557,2,1,1,1,1,1
2558,3,1,1,1,1,1
2559,4,0,0,0,1,1
2560,0,0,0,0,0,0
2561,1,1,1,1,1,1
2562,2,1,1,1,1,1
2563,3,1,1,1,1,1
2564,4,0,0,0,0,1
2565,0,0,0,0,0,0
2566,1,1,1,1,1,1
2567,2,1,1,1,1,1
2568,3,1,1,1,1,1
2569,4,0,1,1,1,1
2570,0,0,0,0,0,0
2571,1,1,1,1,1,1
2572,2,0,1,1,1,1
2573,3,1,1,1,1,1
2574,4,0,0,0,0,1
2575,0,0,0,0,0,0
2576,1,1,1,1,1,1
2577,2,0,1,1,1,1
2578,3,1,1,1,1,1
2579,4,0,0,0,0,1
2580,0,0,0,0,0,0
2581,1,1,1,1,1,1
2582,2,0,1,1,1,1
2583,3,1,1,1,1,1
2584,4,0,0,1,0,1
2585,0,0,0,0,0,0
2586,1,1,1,1,1,1
2587,2,1,1,1,1,1
2588,3,1,1,1,1,1
2589,4,0,1,0,0,1
2590,0,0,0,0,0,0
2591,1,1,1,1,1,1
2592,2,1,1,1,1,1
2593,3,1,1,1,1,1
2594,4,0,0,0,0,1
2595,0,0,0,0,0,0
2596,1,1,1,1,1,1
2597,2,0,1,1,1,1
2598,3,1,1,1,1,1
2599,4,0,0,0,0,1
2600,0,0,0,0,0,0
2601,1,1,1,1,1,1
2602,2,0,1,1,1,1
2603,3,1,1,1,1,1
2604,4,0,1,1,0,1
2605,0,0,0,0,0,0
2606,1,1,1,1,1,1
2607,2,0,1,1,1,1
2608,3,1,1,1,1,1
2609,4,0,0,0,0,1
2610,0,0,0,0,0,0
2611,1,1,1,1,1,1
2612,2,1,1,1,1,1
2613,3,1,1,1,1,1
2614,4,0,0,0,1,1
2615,0,0,0,0,0,0
2616,1,1,1,1,1,1
2617,2,0,1,1,1,1
2618,3,1,1,1,1,1
2619,4,0,0,0,0,1
2620,0,0,0,0,0,0
2621,1,1,1,1,1,1
2622,2,1,1,1,1,1
2623,3,1,1,1,1,1
2624,4,0,0,0,1,1
2625,0,0,0,0,0,0
2626,1,1,1,1,1,1
2627,2,0,1,1,1,1
2628,3,1,1,1,1,1
2629,4,0,1,0,0,1
2630,0,0,0,0,0,0
2631,1,1,1,1,1,1
2632,2,0,1,1,1,1
2633,3,1,1,1,1,1
2634,4,0,0,1,0,1
2635,0,0,0,0,0,0
2636,1,1,1,1,1,1
2637,2,0,1,1,1,1
2638,3,1,1,1,1,1
2639,4,0,0,0,1,1
2640,0,0,0,0,0,0
2641,1,1,1,1,1,1
2642,2,1,1,1,1,1
2643,3,1,1,1,1,1
2644,4,0,1,0,0,1
2645,0,0,0,0,0,0
2646,1,1,1,1,1,1
2647,2,0,1,1,1,1
2648,3,1,1,1,1,1
2649,4,0,0,1,0,1
2650,0,0,0,0,0,0
2651,1,1,1,1,1,1
2652,2,0,1,1,1,1
2653,3,1,1,1,1,1
2654,4,0,0,0,0,1
2655,0,0,0,0,0,0
2656,1,1,1,1,1,1
2657,2,0,1,1,1,1
2658,3,1,1,1,1,1
2659,4,0,0,0,0,1
2660,0,0,0,0,0,0
2661,1,1,1,1,1,1
2662,2,0,1,1,1,1
2663,3,1,1,1,1,1
2664,4,0,0,1,0,1
2665,0,0,0,0,0,0
2666,1,1,1,1,1,1
2667,2,0,1,1,1,1
2668,3,1,1,1,1,1
2669,4,0,0,0,0,1
2670,0,0,0,0,0,0
2671,1,1,1,1,1,1
2672,2,0,1,1,1,1
2673,3,1,1,1,1,1
2674,4,0,0,0,0,1
2675,0,0,0,0,0,0
2676,1,1,1,1,1,1
2677,2,0,1,1,1,1
2678,3,1,1,1,1,1
2679,4,0,0,0,0,1
2680,0,0,0,0,0,0
2681,1,1,1,1,1,1
2682,2,1,1,1,1,1
2683,3,1,1,1,1,1
2684,4,0,0,1,0,1
2685,0,0,0,0,0,0
2686,1,1,1,1,1,1
2687,2,0,1,1,1,1
2688,3,1,1,1,1,1
2689,4,0,1,0,1,1
2690,0,0,0,0,0,0
2691,1,1,1,1,1,1
2692,2,0,1,1,1,1
2693,3,1,1,1,1,1
2694,4,0,0,0,0,1
2695,0,0,0,0,0,0
2696,1,1,1,1,1,1
2697,2,1,1,1,1,1
2698,3,1,1,1,1,1
2699,4,0,0,0,1,1
2700,0,0,0,0,0,0
2701,1,1,1,1,1,1
2702,2,1,1,1,1,1
2703,3,1,1,1,1,1
2704,4,0,0,1,0,1
2705,0,0,0,0,0,0
2706,1,1,1,1,1,1
2707,2,0,1,1,1,1
2708,3,1,1,1,1,1
2709,4,0,0,1,0,1
2710,0,0,0,0,0,0
2711,1,1,1,1,1,1
2712,2,1,1,1,1,1
2713,3,1,1,1,1,1
2714,4,0,0,0,0,1
2715,0,0,0,0,0,0
2716,1,1,1,1,1,1
2717,2,1,1,1,1,1
2718,3,1,1,1,1,1
2719,4,0,0,0,0,1
2720,0,0,0,0,0,0
2721,1,1,1,1,1,1
2722,2,0,1,1,1,1
2723,3,1,1,1,1,1
2724,4,0,1,1,0,1
2725,0,0,0,0,0,0
2726,1,1,1,1,1,1
