frame,errorType,checksum,crc8,crc10,crc16,crc32
990,0,0,0,0,0,0
991,1,1,1,1,1,1
992,2,0,1,1,1,1
993,3,1,1,1,1,1
994,4,0,0,1,1,1
995,0,0,0,0,0,0
996,1,1,1,1,1,1
997,2,0,1,1,1,1
998,3,1,1,1,1,1
999,4,0,0,0,0,1
1000,0,0,0,0,0,0
1001,1,1,1,1,1,1
1002,2,0,1,1,1,1
1003,3,1,1,1,1,1
1004,4,0,0,0,0,1
1005,0,0,0,0,0,0
1006,1,1,1,1,1,1
1007,2,0,1,1,1,1
1008,3,1,1,1,1,1
1009,4,0,0,1,0,1
1010,0,0,0,0,0,0
1011,1,1,1,1,1,1
1012,2,1,1,1,1,1
1013,3,1,1,1,1,1
1014,4,0,1,0,0,1
1015,0,0,0,0,0,0
1016,1,1,1,1,1,1
1017,2,0,1,1,1,1
1018,3,1,1,1,1,1
1019,4,0,0,0,1,1
1020,0,0,0,0,0,0
1021,1,1,1,1,1,1
1022,2,0,1,1,1,1
1023,3,1,1,1,1,1
1024,4,0,0,0,0,1
1025,0,0,0,0,0,0
1026,1,1,1,1,1,1
1027,2,0,1,1,1,1
1028,3,1,1,1,1,1
1029,4,0,0,1,0,1
1030,0,0,0,0,0,0
1031,1,1,1,1,1,1
1032,2,1,1,1,1,1
1033,3,1,1,1,1,1
1034,4,0,0,1,1,1
1035,0,0,0,0,0,0
1036,1,1,1,1,1,1
1037,2,0,1,1,1,1
1038,3,1,1,1,1,1
1039,4,0,0,0,1,1
1040,0,0,0,0,0,0
1041,1,1,1,1,1,1
1042,2,0,1,1,1,1
1043,3,1,1,1,1,1
1044,4,0,1,0,1,1
1045,0,0,0,0,0,0
1046,1,1,1,1,1,1
1047,2,0,1,1,1,1
1048,3,1,1,1,1,1
1049,4,0,0,0,0,1
1050,0,0,0,0,0,0
1051,1,1,1,1,1,1
1052,2,1,1,1,1,1
1053,3,1,1,1,1,1
1054,4,0,1,0,0,1
1055,0,0,0,0,0,0
1056,1,1,1,1,1,1
1057,2,0,1,1,1,1
1058,3,1,1,1,1,1
1059,4,0,0,0,1,1
1060,0,0,0,0,0,0
1061,1,1,1,1,1,1
1062,2,0,1,1,1,1
1063,3,1,1,1,1,1
1064,4,0,0,0,0,1
1065,0,0,0,0,0,0
1066,1,1,1,1,1,1
1067,2,0,1,1,1,1
1068,3,1,1,1,1,1
1069,4,0,0,0,1,1
1070,0,0,0,0,0,0
1071,1,1,1,1,1,1
1072,2,0,1,1,1,1
1073,3,1,1,1,1,1
1074,4,0,0,1,0,1
1075,0,0,0,0,0,0
1076,1,1,1,1,1,1
1077,2,0,1,1,1,1
1078,3,1,1,1,1,1
1079,4,0,0,0,1,1
1080,0,0,0,0,0,0
1081,1,1,1,1,1,1
1082,2,0,1,1,1,1
1083,3,1,1,1,1,1
1084,4,0,0,1,0,1
1085,0,0,0,0,0,0
1086,1,1,1,1,1,1
1087,2,0,1,1,1,1
1088,3,1,1,1,1,1
1089,4,0,1,0,0,1
1090,0,0,0,0,0,0
1091,1,1,1,1,1,1
1092,2,1,1,1,1,1
1093,3,1,1,1,1,1
1094,4,0,1,1,0,1
1095,0,0,0,0,0,0
1096,1,1,1,1,1,1
1097,2,1,1,1,1,1
1098,3,1,1,1,1,1
1099,4,0,0,0,1,1
1100,0,0,0,0,0,0
1101,1,1,1,1,1,1
1102,2,1,1,1,1,1
1103,3,1,1,1,1,1
1104,4,0,0,0,1,1
1105,0,0,0,0,0,0
1106,1,1,1,1,1,1
1107,2,0,1,1,1,1
1108,3,1,1,1,1,1
1109,4,0,0,0,0,1
1110,0,0,0,0,0,0
1111,1,1,1,1,1,1
1112,2,1,1,1,1,1
1113,3,1,1,1,1,1
1114,4,0,1,0,0,1
1115,0,0,0,0,0,0
1116,1,1,1,1,1,1
1117,2,0,1,1,1,1
1118,3,1,1,1,1,1
1119,4,0,0,1,0,1
1120,0,0,0,0,0,0
1121,1,1,1,1,1,1
1122,2,0,1,1,1,1
1123,3,1,1,1,1,1
1124,4,0,0,1,0,1
1125,0,0,0,0,0,0
1126,1,1,1,1,1,1
1127,2,1,1,1,1,1
1128,3,1,1,1,1,1
1129,4,0,0,0,0,1
1130,0,0,0,0,0,0
1131,1,1,1,1,1,1
1132,2,0,1,1,1,1
1133,3,1,1,1,1,1
1134,4,0,1,0,0,1
1135,0,0,0,0,0,0
1136,1,1,1,1,1,1
1137,2,1,1,1,1,1
1138,3,1,1,1,1,1
1139,4,0,0,0,1,1
1140,0,0,0,0,0,0
1141,1,1,1,1,1,1
1142,2,1,1,1,1,1
1143,3,1,1,1,1,1
1144,4,0,1,0,1,1
1145,0,0,0,0,0,0
1146,1,1,1,1,1,1
1147,2,0,1,1,1,1
1148,3,1,1,1,1,1
1149,4,0,0,0,0,1
1150,0,0,0,0,0,0
1151,1,1,1,1,1,1
1152,2,0,1,1,1,1
1153,3,1,1,1,1,1
1154,4,0,1,0,0,1
1155,0,0,0,0,0,0
1156,1,1,1,1,1,1
1157,2,1,1,1,1,1
1158,3,1,1,1,1,1
1159,4,0,0,1,0,1
1160,0,0,0,0,0,0
1161,1,1,1,1,1,1
1162,2,0,1,1,1,1
1163,3,1,1,1,1,1
1164,4,0,0,0,0,1
1165,0,0,0,0,0,0
1166,1,1,1,1,1,1
1167,2,0,1,1,1,1
1168,3,1,1,1,1,1
1169,4,0,0,0,0,1
1170,0,0,0,0,0,0
1171,1,1,1,1,1,1
1172,2,0,1,1,1,1
1173,3,1,1,1,1,1
1174,4,0,0,0,0,1
1175,0,0,0,0,0,0
1176,1,1,1,1,1,1
1177,2,0,1,1,1,1
1178,3,1,1,1,1,1
1179,4,0,1,0,0,1
1180,0,0,0,0,0,0
1181,1,1,1,1,1,1
1182,2,0,1,1,1,1
1183,3,1,1,1,1,1
1184,4,0,0,0,1,1
1185,0,0,0,0,0,0
1186,1,1,1,1,1,1
1187,2,0,1,1,1,1
1188,3,1,1,1,1,1
1189,4,0,0,1,0,1
1190,0,0,0,0,0,0
1191,1,1,1,1,1,1
1192,2,1,1,1,1,1
1193,3,1,1,1,1,1
1194,4,0,0,1,0,1
1195,0,0,0,0,0,0
1196,1,1,1,1,1,1
1197,2,1,1,1,1,1
1198,3,1,1,1,1,1
1199,4,0,0,0,1,1
1200,0,0,0,0,0,0
1201,1,1,1,1,1,1
1202,2,0,1,1,1,1
1203,3,1,1,1,1,1
1204,4,0,1,0,0,1
1205,0,0,0,0,0,0
1206,1,1,1,1,1,1
1207,2,1,1,1,1,1
1208,3,1,1,1,1,1
1209,4,0,0,0,0,1
1210,0,0,0,0,0,0
1211,1,1,1,1,1,1
1212,2,0,1,1,1,1
1213,3,1,1,1,1,1
1214,4,0,0,0,0,1
1215,0,0,0,0,0,0
1216,1,1,1,1,1,1
1217,2,1,1,1,1,1
1218,3,1,1,1,1,1
1219,4,0,0,0,1,1
1220,0,0,0,0,0,0
1221,1,1,1,1,1,1
1222,2,0,1,1,1,1
1223,3,1,1,1,1,1
1224,4,0,0,0,0,1
1225,0,0,0,0,0,0
1226,1,1,1,1,1,1
1227,2,0,1,1,1,1
1228,3,1,1,1,1,1
1229,4,0,0,0,1,1
1230,0,0,0,0,0,0
1231,1,1,1,1,1,1
1232,2,0,1,1,1,1
1233,3,1,1,1,1,1
1234,4,0,0,0,1,1
1235,0,0,0,0,0,0
1236,1,1,1,1,1,1
1237,2,0,1,1,1,1
1238,3,1,1,1,1,1
1239,4,0,1,0,0,1
1240,0,0,0,0,0,0
1241,1,1,1,1,1,1
1242,2,0,1,1,1,1
1243,3,1,1,1,1,1
1244,4,0,1,0,0,1
1245,0,0,0,0,0,0
1246,1,1,1,1,1,1
1247,2,0,1,1,1,1
1248,3,1,1,1,1,1
1249,4,0,0,1,0,1
1250,0,0,0,0,0,0
1251,1,1,1,1,1,1
1252,2,0,1,1,1,1
1253,3,1,1,1,1,1
1254,4,0,0,0,0,1
1255,0,0,0,0,0,0
1256,1,1,1,1,1,1
1257,2,0,1,1,1,1
1258,3,1,1,1,1,1
1259,4,0,0,0,0,1
1260,0,0,0,0,0,0
1261,1,1,1,1,1,1
1262,2,0,1,1,1,1
1263,3,1,1,1,1,1
1264,4,0,1,0,0,1
1265,0,0,0,0,0,0
1266,1,1,1,1,1,1
1267,2,0,1,1,1,1
1268,3,1,1,1,1,1
1269,4,0,0,0,0,1
1270,0,0,0,0,0,0
1271,1,1,1,1,1,1
1272,2,0,1,1,1,1
1273,3,1,1,1,1,1
1274,4,0,0,0,0,1
1275,0,0,0,0,0,0
1276,1,1,1,1,1,1
1277,2,0,1,1,1,1
1278,3,1,1,1,1,1
1279,4,0,0,0,0,1
1280,0,0,0,0,0,0
1281,1,1,1,1,1,1
1282,2,1,1,1,1,1
1283,3,1,1,1,1,1
1284,4,0,0,0,0,1
1285,0,0,0,0,0,0
1286,1,1,1,1,1,1
1287,2,0,1,1,1,1
1288,3,1,1,1,1,1
1289,4,0,0,0,0,1
1290,0,0,0,0,0,0
1291,1,1,1,1,1,1
1292,2,0,1,1,1,1
1293,3,1,1,1,1,1
1294,4,0,0,0,0,1
1295,0,0,0,0,0,0
1296,1,1,1,1,1,1
1297,2,0,1,1,1,1
1298,3,1,1,1,1,1
1299,4,0,0,1,1,1
1300,0,0,0,0,0,0
1301,1,1,1,1,1,1
1302,2,1,1,1,1,1
1303,3,1,1,1,1,1
1304,4,0,0,0,0,1
1305,0,0,0,0,0,0
1306,1,1,1,1,1,1
1307,2,0,1,1,1,1
1308,3,1,1,1,1,1
1309,4,0,0,0,0,1
1310,0,0,0,0,0,0
1311,1,1,1,1,1,1
1312,2,1,1,1,1,1
1313,3,1,1,1,1,1
1314,4,0,0,1,1,1
1315,0,0,0,0,0,0
1316,1,1,1,1,1,1
1317,2,0,1,1,1,1
1318,3,1,1,1,1,1
1319,4,0,0,0,0,1
1320,0,0,0,0,0,0
1321,1,1,1,1,1,1
1322,2,0,1,1,1,1
1323,3,1,1,1,1,1
1324,4,0,0,0,0,1
1325,0,0,0,0,0,0
1326,1,1,1,1,1,1
1327,2,0,1,1,1,1
1328,3,1,1,1,1,1
1329,4,0,1,0,1,1
1330,0,0,0,0,0,0
1331,1,1,1,1,1,1
1332,2,0,1,1,1,1
1333,3,1,1,1,1,1
1334,4,0,0,1,0,1
1335,0,0,0,0,0,0
1336,1,1,1,1,1,1
1337,2,0,1,1,1,1
1338,3,1,1,1,1,1
1339,4,0,0,0,0,1
1340,0,0,0,0,0,0
1341,1,1,1,1,1,1
1342,2,1,1,1,1,1
1343,3,1,1,1,1,1
1344,4,0,1,1,0,1
1345,0,0,0,0,0,0
1346,1,1,1,1,1,1
1347,2,1,1,1,1,1
1348,3,1,1,1,1,1
1349,4,0,0,0,0,1
1350,0,0,0,0,0,0
1351,1,1,1,1,1,1
1352,2,0,1,1,1,1
1353,3,1,1,1,1,1
1354,4,0,0,0,0,1
1355,0,0,0,0,0,0
1356,1,1,1,1,1,1
1357,2,1,1,1,1,1
1358,3,1,1,1,1,1
1359,4,0,1,0,0,1
1360,0,0,0,0,0,0
1361,1,1,1,1,1,1
1362,2,0,1,1,1,1
1363,3,1,1,1,1,1
1364,4,0,0,0,0,1
1365,0,0,0,0,0,0
1366,1,1,1,1,1,1
1367,2,0,1,1,1,1
1368,3,1,1,1,1,1
1369,4,0,0,1,1,1
1370,0,0,0,0,0,0
1371,1,1,1,1,1,1
1372,2,0,1,1,1,1
1373,3,1,1,1,1,1
1374,4,0,0,0,1,1
1375,0,0,0,0,0,0
1376,1,1,1,1,1,1
1377,2,0,1,1,1,1
1378,3,1,1,1,1,1
1379,4,0,0,0,0,1
1380,0,0,0,0,0,0
1381,1,1,1,1,1,1
1382,2,0,1,1,1,1
1383,3,1,1,1,1,1
1384,4,0,0,1,0,1
1385,0,0,0,0,0,0
1386,1,1,1,1,1,1
1387,2,0,1,1,1,1
1388,3,1,1,1,1,1
1389,4,0,0,0,1,1
1390,0,0,0,0,0,0
1391,1,1,1,1,1,1
1392,2,0,1,1,1,1
1393,3,1,1,1,1,1
1394,4,0,0,0,0,1
1395,0,0,0,0,0,0
1396,1,1,1,1,1,1
1397,2,0,1,1,1,1
1398,3,1,1,1,1,1
1399,4,0,1,0,0,1
1400,0,0,0,0,0,0
1401,1,1,1,1,1,1
1402,2,0,1,1,1,1
1403,3,1,1,1,1,1
1404,4,0,0,0,0,1
1405,0,0,0,0,0,0
1406,1,1,1,1,1,1
1407,2,0,1,1,1,1
1408,3,1,1,1,1,1
1409,4,0,1,0,0,1
1410,0,0,0,0,0,0
1411,1,1,1,1,1,1
1412,2,1,1,1,1,1
1413,3,1,1,1,1,1
1414,4,0,0,1,0,1
1415,0,0,0,0,0,0
1416,1,1,1,1,1,1
1417,2,1,1,1,1,1
1418,3,1,1,1,1,1
1419,4,0,0,1,0,1
1420,0,0,0,0,0,0
1421,1,1,1,1,1,1
1422,2,0,1,1,1,1
1423,3,1,1,1,1,1
1424,4,0,1,0,0,1
1425,0,0,0,0,0,0
1426,1,1,1,1,1,1
1427,2,0,1,1,1,1
1428,3,1,1,1,1,1
1429,4,0,1,0,1,1
1430,0,0,0,0,0,0
1431,1,1,1,1,1,1
1432,2,0,1,1,1,1
1433,3,1,1,1,1,1
1434,4,0,0,0,1,1
1435,0,0,0,0,0,0
1436,1,1,1,1,1,1
1437,2,0,1,1,1,1
1438,3,1,1,1,1,1
1439,4,0,1,0,0,1
1440,0,0,0,0,0,0
1441,1,1,1,1,1,1
1442,2,0,1,1,1,1
1443,3,1,1,1,1,1
1444,4,0,0,0,0,1
1445,0,0,0,0,0,0
1446,1,1,1,1,1,1
1447,2,0,1,1,1,1
1448,3,1,1,1,1,1
1449,4,0,0,0,0,1
1450,0,0,0,0,0,0
1451,1,1,1,1,1,1
1452,2,0,1,1,1,1
1453,3,1,1,1,1,1
1454,4,0,0,1,1,1
1455,0,0,0,0,0,0
1456,1,1,1,1,1,1
1457,2,0,1,1,1,1
1458,3,1,1,1,1,1
1459,4,0,0,0,0,1
1460,0,0,0,0,0,0
1461,1,1,1,1,1,1
1462,2,0,1,1,1,1
1463,3,1,1,1,1,1
1464,4,0,0,0,0,1
1465,0,0,0,0,0,0
1466,1,1,1,1,1,1
1467,2,0,1,1,1,1
1468,3,1,1,1,1,1
1469,4,0,0,1,0,1
1470,0,0,0,0,0,0
1471,1,1,1,1,1,1
1472,2,0,1,1,1,1
1473,3,1,1,1,1,1
1474,4,0,0,0,0,1
1475,0,0,0,0,0,0
1476,1,1,1,1,1,1
1477,2,1,1,1,1,1
1478,3,1,1,1,1,1
1479,4,0,0,0,0,1
1480,0,0,0,0,0,0
1481,1,1,1,1,1,1
1482,2,1,1,1,1,1
1483,3,1,1,1,1,1
1484,4,0,1,1,0,1
1485,0,0,0,0,0,0
1486,1,1,1,1,1,1
1487,2,0,1,1,1,1
1488,3,1,1,1,1,1
1489,4,0,0,0,0,1
1490,0,0,0,0,0,0
1491,1,1,1,1,1,1
1492,2,0,1,1,1,1
1493,3,1,1,1,1,1
1494,4,0,0,0,0,1
1495,0,0,0,0,0,0
1496,1,1,1,1,1,1
1497,2,0,1,1,1,1
1498,3,1,1,1,1,1
1499,4,0,0,0,0,1
1500,0,0,0,0,0,0
1501,1,1,1,1,1,1
1502,2,0,1,1,1,1
1503,3,1,1,1,1,1
1504,4,0,0,0,1,1
1505,0,0,0,0,0,0
1506,1,1,1,1,1,1
1507,2,1,1,1,1,1
1508,3,1,1,1,1,1
1509,4,0,0,0,0,1
1510,0,0,0,0,0,0
1511,1,1,1,1,1,1
1512,2,0,1,1,1,1
1513,3,1,1,1,1,1
1514,4,0,0,1,0,1
1515,0,0,0,0,0,0
1516,1,1,1,1,1,1
1517,2,0,1,1,1,1
1518,3,1,1,1,1,1
1519,4,0,1,0,0,1
1520,0,0,0,0,0,0
1521,1,1,1,1,1,1
1522,2,0,1,1,1,1
1523,3,1,1,1,1,1
1524,4,0,0,0,0,1
1525,0,0,0,0,0,0
1526,1,1,1,1,1,1
1527,2,1,1,1,1,1
1528,3,1,1,1,1,1
1529,4,0,0,0,0,1
1530,0,0,0,0,0,0
1531,1,1,1,1,1,1
1532,2,0,1,1,1,1
1533,3,1,1,1,1,1
1534,4,0,1,0,0,1
1535,0,0,0,0,0,0
1536,1,1,1,1,1,1
1537,2,0,1,1,1,1
1538,3,1,1,1,1,1
1539,4,0,0,0,0,1
1540,0,0,0,0,0,0
1541,1,1,1,1,1,1
1542,2,0,1,1,1,1
1543,3,1,1,1,1,1
1544,4,0,0,0,1,1
1545,0,0,0,0,0,0
1546,1,1,1,1,1,1
1547,2,0,1,1,1,1
1548,3,1,1,1,1,1
1549,4,0,0,0,0,1
1550,0,0,0,0,0,0
1551,1,1,1,1,1,1
1552,2,0,1,1,1,1
1553,3,1,1,1,1,1
1554,4,0,0,1,0,1
1555,0,0,0,0,0,0
1556,1,1,1,1,1,1
1557,2,0,1,1,1,1
1558,3,1,1,1,1,1
1559,4,0,1,0,1,1
1560,0,0,0,0,0,0
1561,1,1,1,1,1,1
1562,2,0,1,1,1,1
1563,3,1,1,1,1,1
1564,4,0,0,0,0,1
1565,0,0,0,0,0,0
1566,1,1,1,1,1,1
1567,2,0,1,1,1,1
1568,3,1,1,1,1,1
1569,4,0,0,0,0,1
1570,0,0,0,0,0,0
1571,1,1,1,1,1,1
1572,2,0,1,1,1,1
1573,3,1,1,1,1,1
1574,4,0,0,0,0,1
1575,0,0,0,0,0,0
1576,1,1,1,1,1,1
1577,2,0,1,1,1,1
1578,3,1,1,1,1,1
1579,4,0,1,0,0,1
1580,0,0,0,0,0,0
1581,1,1,1,1,1,1
1582,2,0,1,1,1,1
1583,3,1,1,1,1,1
1584,4,0,0,1,0,1
1585,0,0,0,0,0,0
1586,1,1,1,1,1,1
1587,2,1,1,1,1,1
1588,3,1,1,1,1,1
1589,4,0,0,0,0,1
1590,0,0,0,0,0,0
1591,1,1,1,1,1,1
1592,2,0,1,1,1,1
1593,3,1,1,1,1,1
1594,4,0,0,1,1,1
1595,0,0,0,0,0,0
1596,1,1,1,1,1,1
1597,2,0,1,1,1,1
1598,3,1,1,1,1,1
1599,4,0,0,0,1,1
1600,0,0,0,0,0,0
1601,1,1,1,1,1,1
1602,2,1,1,1,1,1
1603,3,1,1,1,1,1
1604,4,0,0,0,0,1
1605,0,0,0,0,0,0
1606,1,1,1,1,1,1
1607,2,1,1,1,1,1
1608,3,1,1,1,1,1
1609,4,0,1,0,0,1
1610,0,0,0,0,0,0
1611,1,1,1,1,1,1
1612,2,0,1,1,1,1
1613,3,1,1,1,1,1
1614,4,0,0,1,0,1
1615,0,0,0,0,0,0
1616,1,1,1,1,1,1
1617,2,0,1,1,1,1
1618,3,1,1,1,1,1
1619,4,0,1,0,0,1
1620,0,0,0,0,0,0
1621,1,1,1,1,1,1
1622,2,1,1,1,1,1
1623,3,1,1,1,1,1
1624,4,0,1,0,0,1
1625,0,0,0,0,0,0
1626,1,1,1,1,1,1
1627,2,0,1,1,1,1
1628,3,1,1,1,1,1
1629,4,0,0,0,0,1
1630,0,0,0,0,0,0
1631,1,1,1,1,1,1
1632,2,0,1,1,1,1
1633,3,1,1,1,1,1
1634,4,0,0,0,1,1
1635,0,0,0,0,0,0
1636,1,1,1,1,1,1
1637,2,0,1,1,1,1
1638,3,1,1,1,1,1
1639,4,0,0,1,1,1
1640,0,0,0,0,0,0
1641,1,1,1,1,1,1
1642,2,0,1,1,1,1
1643,3,1,1,1,1,1
1644,4,0,1,0,0,1
1645,0,0,0,0,0,0
1646,1,1,1,1,1,1
1647,2,0,1,1,1,1
1648,3,1,1,1,1,1
1649,4,0,0,0,0,1
1650,0,0,0,0,0,0
1651,1,1,1,1,1,1
1652,2,0,1,1,1,1
1653,3,1,1,1,1,1
1654,4,0,1,0,0,1
1655,0,0,0,0,0,0
1656,1,1,1,1,1,1
1657,2,0,1,1,1,1
1658,3,1,1,1,1,1
1659,4,0,0,0,0,1
1660,0,0,0,0,0,0
1661,1,1,1,1,1,1
1662,2,0,1,1,1,1
1663,3,1,1,1,1,1
1664,4,0,0,0,1,1
1665,0,0,0,0,0,0
1666,1,1,1,1,1,1
1667,2,0,1,1,1,1
1668,3,1,1,1,1,1
1669,4,0,0,0,0,1
1670,0,0,0,0,0,0
1671,1,1,1,1,1,1
1672,2,0,1,1,1,1
1673,3,1,1,1,1,1
1674,4,0,0,1,1,1
1675,0,0,0,0,0,0
1676,1,1,1,1,1,1
1677,2,0,1,1,1,1
1678,3,1,1,1,1,1
1679,4,0,0,0,0,1
1680,0,0,0,0,0,0
1681,1,1,1,1,1,1
1682,2,0,1,1,1,1
1683,3,1,1,1,1,1
1684,4,0,1,0,0,1
1685,0,0,0,0,0,0
1686,1,1,1,1,1,1
1687,2,0,1,1,1,1
1688,3,1,1,1,1,1
1689,4,0,0,0,1,1
1690,0,0,0,0,0,0
1691,1,1,1,1,1,1
1692,2,0,1,1,1,1
1693,3,1,1,1,1,1
1694,4,0,0,1,1,1
1695,0,0,0,0,0,0
1696,1,1,1,1,1,1
1697,2,0,1,1,1,1
1698,3,1,1,1,1,1
1699,4,0,0,0,0,1
1700,0,0,0,0,0,0
1701,1,1,1,1,1,1
1702,2,1,1,1,1,1
1703,3,1,1,1,1,1
1704,4,0,0,1,0,1
1705,0,0,0,0,0,0
1706,1,1,1,1,1,1
1707,2,0,1,1,1,1
1708,3,1,1,1,1,1
1709,4,0,0,1,1,1
1710,0,0,0,0,0,0
1711,1,1,1,1,1,1
1712,2,0,1,1,1,1
1713,3,1,1,1,1,1
1714,4,0,0,1,1,1
1715,0,0,0,0,0,0
1716,1,1,1,1,1,1
1717,2,0,1,1,1,1
1718,3,1,1,1,1,1
1719,4,0,0,0,0,1
1720,0,0,0,0,0,0
1721,1,1,1,1,1,1
1722,2,0,1,1,1,1
1723,3,1,1,1,1,1
1724,4,0,0,0,0,1
1725,0,0,0,0,0,0
1726,1,1,1,1,1,1
1727,2,0,1,1,1,1
1728,3,1,1,1,1,1
1729,4,0,0,0,0,1
1730,0,0,0,0,0,0
1731,1,1,1,1,1,1
1732,2,0,1,1,1,1
1733,3,1,1,1,1,1
1734,4,0,0,1,0,1
1735,0,0,0,0,0,0
1736,1,1,1,1,1,1
1737,2,0,1,1,1,1
1738,3,1,1,1,1,1
1739,4,0,0,0,0,1
1740,0,0,0,0,0,0
1741,1,1,1,1,1,1
1742,2,0,1,1,1,1
1743,3,1,1,1,1,1
1744,4,0,0,0,0,1
1745,0,0,0,0,0,0
1746,1,1,1,1,1,1
1747,2,0,1,1,1,1
1748,3,1,1,1,1,1
1749,4,0,1,0,0,1
1750,0,0,0,0,0,0
1751,1,1,1,1,1,1
1752,2,0,1,1,1,1
1753,3,1,1,1,1,1
1754,4,0,0,0,1,1
1755,0,0,0,0,0,0
1756,1,1,1,1,1,1
1757,2,0,1,1,1,1
1758,3,1,1,1,1,1
1759,4,0,0,0,0,1
1760,0,0,0,0,0,0
1761,1,1,1,1,1,1
1762,2,0,1,1,1,1
1763,3,1,1,1,1,1
1764,4,0,0,1,0,1
1765,0,0,0,0,0,0
1766,1,1,1,1,1,1
1767,2,0,1,1,1,1
1768,3,1,1,1,1,1
1769,4,0,0,0,0,1
1770,0,0,0,0,0,0
1771,1,1,1,1,1,1
1772,2,0,1,1,1,1
1773,3,1,1,1,1,1
1774,4,0,0,1,0,1
1775,0,0,0,0,0,0
1776,1,1,1,1,1,1
1777,2,1,1,1,1,1
1778,3,1,1,1,1,1
1779,4,0,0,0,0,1
1780,0,0,0,0,0,0
1781,1,1,1,1,1,1
1782,2,0,1,1,1,1
1783,3,1,1,1,1,1
1784,4,0,0,0,0,1
1785,0,0,0,0,0,0
1786,1,1,1,1,1,1
1787,2,0,1,1,1,1
1788,3,1,1,1,1,1
1789,4,0,0,0,1,1
1790,0,0,0,0,0,0
1791,1,1,1,1,1,1
1792,2,0,1,1,1,1
1793,3,1,1,1,1,1
1794,4,0,0,1,1,1
1795,0,0,0,0,0,0
1796,1,1,1,1,1,1
1797,2,0,1,1,1,1
1798,3,1,1,1,1,1
1799,4,0,0,0,0,1
1800,0,0,0,0,0,0
1801,1,1,1,1,1,1
1802,2,1,1,1,1,1
1803,3,1,1,1,1,1
1804,4,0,0,1,0,1
1805,0,0,0,0,0,0
1806,1,1,1,1,1,1
1807,2,0,1,1,1,1
1808,3,1,1,1,1,1
1809,4,0,0,0,1,1
1810,0,0,0,0,0,0
1811,1,1,1,1,1,1
1812,2,0,1,1,1,1
1813,3,1,1,1,1,1
1814,4,0,0,0,0,1
1815,0,0,0,0,0,0
1816,1,1,1,1,1,1
1817,2,1,1,1,1,1
1818,3,1,1,1,1,1
1819,4,0,1,0,0,1
1820,0,0,0,0,0,0
1821,1,1,1,1,1,1
1822,2,0,1,1,1,1
1823,3,1,1,1,1,1
1824,4,0,1,0,0,1
1825,0,0,0,0,0,0
1826,1,1,1,1,1,1
1827,2,1,1,1,1,1
1828,3,1,1,1,1,1
1829,4,0,1,0,1,1
1830,0,0,0,0,0,0
1831,1,1,1,1,1,1
1832,2,0,1,1,1,1
1833,3,1,1,1,1,1
1834,4,0,1,0,1,1
1835,0,0,0,0,0,0
1836,1,1,1,1,1,1
1837,2,0,1,1,1,1
1838,3,1,1,1,1,1
1839,4,0,0,0,0,1
1840,0,0,0,0,0,0
1841,1,1,1,1,1,1
1842,2,0,1,1,1,1
1843,3,1,1,1,1,1
1844,4,0,0,0,0,1
1845,0,0,0,0,0,0
1846,1,1,1,1,1,1
1847,2,0,1,1,1,1
1848,3,1,1,1,1,1
1849,4,0,1,0,0,1
1850,0,0,0,0,0,0
1851,1,1,1,1,1,1
1852,2,0,1,1,1,1
1853,3,1,1,1,1,1
1854,4,0,0,0,1,1
1855,0,0,0,0,0,0
1856,1,1,1,1,1,1
1857,2,0,1,1,1,1
1858,3,1,1,1,1,1
1859,4,0,0,0,0,1
1860,0,0,0,0,0,0
1861,1,1,1,1,1,1
1862,2,0,1,1,1,1
1863,3,1,1,1,1,1
1864,4,0,0,0,0,1
1865,0,0,0,0,0,0
1866,1,1,1,1,1,1
1867,2,0,1,1,1,1
1868,3,1,1,1,1,1
1869,4,0,0,0,0,1
1870,0,0,0,0,0,0
1871,1,1,1,1,1,1
1872,2,1,1,1,1,1
1873,3,1,1,1,1,1
1874,4,0,1,0,0,1
1875,0,0,0,0,0,0
1876,1,1,1,1,1,1
1877,2,0,1,1,1,1
1878,3,1,1,1,1,1
1879,4,0,0,0,0,1
1880,0,0,0,0,0,0
1881,1,1,1,1,1,1
1882,2,1,1,1,1,1
1883,3,1,1,1,1,1
1884,4,0,1,1,0,1
1885,0,0,0,0,0,0
1886,1,1,1,1,1,1
1887,2,1,1,1,1,1
1888,3,1,1,1,1,1
1889,4,0,0,0,0,1
1890,0,0,0,0,0,0
1891,1,1,1,1,1,1
1892,2,1,1,1,1,1
1893,3,1,1,1,1,1
1894,4,0,1,0,0,1
1895,0,0,0,0,0,0
1896,1,1,1,1,1,1
1897,2,0,1,1,1,1
1898,3,1,1,1,1,1
1899,4,0,0,0,0,1
1900,0,0,0,0,0,0
1901,1,1,1,1,1,1
1902,2,0,1,1,1,1
1903,3,1,1,1,1,1
1904,4,0,0,0,0,1
1905,0,0,0,0,0,0
1906,1,1,1,1,1,1
1907,2,0,1,1,1,1
1908,3,1,1,1,1,1
1909,4,0,0,0,1,1
1910,0,0,0,0,0,0
1911,1,1,1,1,1,1
1912,2,0,1,1,1,1
1913,3,1,1,1,1,1
1914,4,0,0,0,0,1
1915,0,0,0,0,0,0
1916,1,1,1,1,1,1
1917,2,0,1,1,1,1
1918,3,1,1,1,1,1
1919,4,0,0,1,0,1
1920,0,0,0,0,0,0
1921,1,1,1,1,1,1
